origem,destino,sku,perfil,volume
CD_12,Cliente_90,sku_52,RODOVIARIO,48.5
CD_12,Cliente_90,sku_61,RODOVIARIO,0.1
CD_12,Cliente_90,sku_63,RODOVIARIO,0.1
CD_12,Cliente_90,sku_69,RODOVIARIO,1227.57
CD_12,Cliente_90,sku_77,RODOVIARIO,79.76
CD_12,Cliente_90,sku_82,RODOVIARIO,2256.39
CD_12,Cliente_91,sku_2,RODOVIARIO,153.63
CD_12,Cliente_94,sku_18,RODOVIARIO,306.42
CD_12,Cliente_94,sku_35,RODOVIARIO,754.28
CD_12,Cliente_94,sku_69,RODOVIARIO,76.63
CD_12,Cliente_94,sku_77,RODOVIARIO,765.71
CD_12,Cliente_94,sku_82,RODOVIARIO,3618.48
CD_12,Cliente_95,sku_0,RODOVIARIO,743.06
CD_12,Cliente_95,sku_2,RODOVIARIO,5603.52
CD_12,Cliente_95,sku_4,RODOVIARIO,243.78
CD_12,Cliente_95,sku_5,RODOVIARIO,84.37
CD_12,Cliente_95,sku_6,RODOVIARIO,0.1
CD_12,Cliente_95,sku_8,RODOVIARIO,64541.92
CD_12,Cliente_95,sku_11,RODOVIARIO,4061.27
CD_12,Cliente_95,sku_14,RODOVIARIO,2083.07
CD_12,Cliente_95,sku_15,RODOVIARIO,4096.91
CD_12,Cliente_95,sku_16,RODOVIARIO,0.1
CD_12,Cliente_95,sku_17,RODOVIARIO,287.62
CD_12,Cliente_95,sku_18,RODOVIARIO,75006.21
CD_12,Cliente_95,sku_19,RODOVIARIO,0.1
CD_12,Cliente_95,sku_20,RODOVIARIO,23.55
CD_12,Cliente_95,sku_21,RODOVIARIO,25149.72
CD_12,Cliente_95,sku_22,RODOVIARIO,731.4
CD_12,Cliente_95,sku_23,RODOVIARIO,0.1
CD_12,Cliente_95,sku_25,RODOVIARIO,24.23
CD_12,Cliente_95,sku_26,RODOVIARIO,867.55
CD_12,Cliente_95,sku_35,RODOVIARIO,682.08
CD_12,Cliente_95,sku_38,RODOVIARIO,978.98
CD_12,Cliente_95,sku_40,RODOVIARIO,3317.1
CD_12,Cliente_95,sku_43,RODOVIARIO,1930.54
CD_12,Cliente_95,sku_49,RODOVIARIO,0.1
CD_12,Cliente_95,sku_60,RODOVIARIO,3322.46
CD_12,Cliente_95,sku_61,RODOVIARIO,319.28
CD_12,Cliente_95,sku_63,RODOVIARIO,57.85
CD_12,Cliente_95,sku_69,RODOVIARIO,12425.41
CD_12,Cliente_95,sku_73,RODOVIARIO,5451.22
CD_12,Cliente_95,sku_77,RODOVIARIO,1508.62
CD_12,Cliente_95,sku_82,RODOVIARIO,8119.56
CD_12,Cliente_92,sku_2,RODOVIARIO,219.47
CD_12,Cliente_92,sku_8,RODOVIARIO,4249.26
CD_12,Cliente_92,sku_15,RODOVIARIO,123.94
CD_12,Cliente_92,sku_18,RODOVIARIO,7.8
CD_12,Cliente_92,sku_43,RODOVIARIO,5475.71
CD_12,Cliente_92,sku_77,RODOVIARIO,596.07
CD_12,Cliente_96,sku_69,RODOVIARIO,2363.11
CD_12,Cliente_97,sku_40,RODOVIARIO,233.46
CD_12,Cliente_97,sku_43,RODOVIARIO,1798.82
CD_12,Cliente_97,sku_77,RODOVIARIO,119.75
CD_12,Cliente_98,sku_0,RODOVIARIO,147.51
CD_12,Cliente_98,sku_2,RODOVIARIO,599.95
CD_12,Cliente_98,sku_4,RODOVIARIO,50.62
CD_12,Cliente_98,sku_5,RODOVIARIO,28.88
CD_12,Cliente_98,sku_6,RODOVIARIO,0.1
CD_12,Cliente_98,sku_8,RODOVIARIO,107.18
CD_12,Cliente_98,sku_11,RODOVIARIO,112.92
CD_12,Cliente_98,sku_14,RODOVIARIO,73.86
CD_12,Cliente_98,sku_15,RODOVIARIO,863.42
CD_12,Cliente_98,sku_16,RODOVIARIO,0.1
CD_12,Cliente_98,sku_17,RODOVIARIO,59.52
CD_12,Cliente_98,sku_18,RODOVIARIO,4806.33
CD_12,Cliente_98,sku_19,RODOVIARIO,132.4
CD_12,Cliente_98,sku_21,RODOVIARIO,891.84
CD_12,Cliente_98,sku_23,RODOVIARIO,610.31
CD_12,Cliente_98,sku_25,RODOVIARIO,20.87
CD_12,Cliente_98,sku_26,RODOVIARIO,217.77
CD_12,Cliente_98,sku_29,RODOVIARIO,64.14
CD_12,Cliente_98,sku_33,RODOVIARIO,0.1
CD_12,Cliente_98,sku_35,RODOVIARIO,550.85
CD_12,Cliente_98,sku_38,RODOVIARIO,331.99
CD_12,Cliente_98,sku_40,RODOVIARIO,602.56
CD_12,Cliente_98,sku_43,RODOVIARIO,1172.58
CD_12,Cliente_98,sku_49,RODOVIARIO,1049.48
CD_12,Cliente_98,sku_61,RODOVIARIO,0.1
CD_12,Cliente_98,sku_63,RODOVIARIO,0.1
CD_12,Cliente_98,sku_69,RODOVIARIO,313.55
CD_12,Cliente_98,sku_77,RODOVIARIO,763.82
CD_12,Cliente_98,sku_82,RODOVIARIO,8806.75
CD_12,Cliente_100,sku_82,RODOVIARIO,365.35
CD_12,Cliente_101,sku_0,RODOVIARIO,85.32
CD_12,Cliente_101,sku_2,RODOVIARIO,860.76
CD_12,Cliente_101,sku_6,RODOVIARIO,0.1
CD_12,Cliente_101,sku_8,RODOVIARIO,64.85
CD_12,Cliente_101,sku_15,RODOVIARIO,827.39
CD_12,Cliente_101,sku_16,RODOVIARIO,0.1
CD_12,Cliente_101,sku_17,RODOVIARIO,25.52
CD_12,Cliente_101,sku_18,RODOVIARIO,3522.39
CD_12,Cliente_101,sku_21,RODOVIARIO,0.1
CD_12,Cliente_101,sku_22,RODOVIARIO,479.68
CD_12,Cliente_101,sku_23,RODOVIARIO,117.77
CD_12,Cliente_101,sku_25,RODOVIARIO,2483.56
CD_12,Cliente_101,sku_26,RODOVIARIO,13.03
CD_12,Cliente_101,sku_33,RODOVIARIO,295.64
CD_12,Cliente_101,sku_35,RODOVIARIO,100.6
CD_12,Cliente_101,sku_40,RODOVIARIO,607.98
CD_12,Cliente_101,sku_43,RODOVIARIO,1586.79
CD_12,Cliente_101,sku_52,RODOVIARIO,58.2
CD_12,Cliente_101,sku_60,RODOVIARIO,0.1
CD_12,Cliente_101,sku_61,RODOVIARIO,49.91
CD_12,Cliente_101,sku_63,RODOVIARIO,0.1
CD_12,Cliente_101,sku_69,RODOVIARIO,3914.39
CD_12,Cliente_101,sku_77,RODOVIARIO,21.5
CD_12,Cliente_101,sku_82,RODOVIARIO,11851.77
CD_12,Cliente_103,sku_2,RODOVIARIO,0.1
CD_12,Cliente_103,sku_6,RODOVIARIO,0.1
CD_12,Cliente_103,sku_16,RODOVIARIO,0.1
CD_12,Cliente_103,sku_21,RODOVIARIO,304.45
CD_12,Cliente_103,sku_25,RODOVIARIO,0.1
CD_12,Cliente_103,sku_61,RODOVIARIO,0.1
CD_12,Cliente_103,sku_63,RODOVIARIO,0.1
CD_12,Cliente_106,sku_2,RODOVIARIO,25.98
CD_12,Cliente_106,sku_6,RODOVIARIO,0.1
CD_12,Cliente_106,sku_8,RODOVIARIO,295.32
CD_12,Cliente_106,sku_15,RODOVIARIO,70.31
CD_12,Cliente_106,sku_16,RODOVIARIO,0.1
CD_12,Cliente_106,sku_18,RODOVIARIO,4406.4
CD_12,Cliente_106,sku_21,RODOVIARIO,223.39
CD_12,Cliente_106,sku_23,RODOVIARIO,313.42
CD_12,Cliente_106,sku_25,RODOVIARIO,0.1
CD_12,Cliente_106,sku_43,RODOVIARIO,1371.97
CD_12,Cliente_106,sku_61,RODOVIARIO,0.1
CD_12,Cliente_106,sku_63,RODOVIARIO,0.1
CD_12,Cliente_106,sku_69,RODOVIARIO,0.1
CD_12,Cliente_106,sku_73,RODOVIARIO,0.1
CD_12,Cliente_106,sku_82,RODOVIARIO,4553.44
CD_12,Cliente_107,sku_15,RODOVIARIO,527.28
CD_12,Cliente_109,sku_2,RODOVIARIO,99.33
CD_12,Cliente_109,sku_6,RODOVIARIO,0.1
CD_12,Cliente_109,sku_8,RODOVIARIO,68.55
CD_12,Cliente_109,sku_14,RODOVIARIO,1416.92
CD_12,Cliente_109,sku_15,RODOVIARIO,2.81
CD_12,Cliente_109,sku_16,RODOVIARIO,0.1
CD_12,Cliente_109,sku_18,RODOVIARIO,402.38
CD_12,Cliente_109,sku_25,RODOVIARIO,3008.82
CD_12,Cliente_109,sku_29,RODOVIARIO,78.64
CD_12,Cliente_109,sku_40,RODOVIARIO,202.34
CD_12,Cliente_109,sku_43,RODOVIARIO,332.94
CD_12,Cliente_109,sku_61,RODOVIARIO,0.1
CD_12,Cliente_109,sku_63,RODOVIARIO,84.11
CD_12,Cliente_109,sku_69,RODOVIARIO,1552.11
CD_12,Cliente_109,sku_82,RODOVIARIO,1925.15
CD_12,Cliente_112,sku_2,RODOVIARIO,100.01
CD_12,Cliente_112,sku_18,RODOVIARIO,985.7
CD_12,Cliente_113,sku_2,RODOVIARIO,185.26
CD_12,Cliente_113,sku_5,RODOVIARIO,2070.43
CD_12,Cliente_113,sku_6,RODOVIARIO,0.1
CD_12,Cliente_113,sku_8,RODOVIARIO,127.6
CD_12,Cliente_113,sku_11,RODOVIARIO,923.8
CD_12,Cliente_113,sku_14,RODOVIARIO,0.1
CD_12,Cliente_113,sku_15,RODOVIARIO,645.67
CD_12,Cliente_113,sku_16,RODOVIARIO,0.1
CD_12,Cliente_113,sku_17,RODOVIARIO,30.54
CD_12,Cliente_113,sku_18,RODOVIARIO,6944.82
CD_12,Cliente_113,sku_19,RODOVIARIO,0.1
CD_12,Cliente_113,sku_20,RODOVIARIO,71.44
CD_12,Cliente_113,sku_21,RODOVIARIO,6322.15
CD_12,Cliente_113,sku_22,RODOVIARIO,0.1
CD_12,Cliente_113,sku_25,RODOVIARIO,148.98
CD_12,Cliente_113,sku_26,RODOVIARIO,0.1
CD_12,Cliente_113,sku_43,RODOVIARIO,2205.55
CD_12,Cliente_113,sku_61,RODOVIARIO,0.1
CD_12,Cliente_113,sku_63,RODOVIARIO,0.1
CD_12,Cliente_113,sku_69,RODOVIARIO,2554.61
CD_12,Cliente_113,sku_73,RODOVIARIO,0.1
CD_12,Cliente_113,sku_77,RODOVIARIO,82.65
CD_12,Cliente_113,sku_82,RODOVIARIO,1741.28
CD_12,Cliente_114,sku_2,RODOVIARIO,21.95
CD_12,Cliente_114,sku_18,RODOVIARIO,2983.55
CD_12,Cliente_114,sku_69,RODOVIARIO,1724.9
CD_12,Cliente_116,sku_0,RODOVIARIO,0.1
CD_12,Cliente_116,sku_6,RODOVIARIO,0.1
CD_12,Cliente_116,sku_14,RODOVIARIO,0.1
CD_12,Cliente_116,sku_16,RODOVIARIO,0.1
CD_12,Cliente_116,sku_17,RODOVIARIO,0.1
CD_12,Cliente_116,sku_18,RODOVIARIO,518.27
CD_12,Cliente_116,sku_21,RODOVIARIO,148.27
CD_12,Cliente_116,sku_43,RODOVIARIO,1888.35
CD_12,Cliente_116,sku_61,RODOVIARIO,0.1
CD_12,Cliente_116,sku_69,RODOVIARIO,86.45
CD_12,Cliente_116,sku_73,RODOVIARIO,0.1
CD_12,Cliente_116,sku_82,RODOVIARIO,243.85
CD_12,Cliente_118,sku_18,RODOVIARIO,0.1
CD_12,Cliente_118,sku_38,RODOVIARIO,221.33
CD_12,Cliente_118,sku_61,RODOVIARIO,22.9
CD_12,Cliente_118,sku_69,RODOVIARIO,0.1
CD_12,Cliente_118,sku_77,RODOVIARIO,58.23
CD_12,Cliente_119,sku_0,RODOVIARIO,1388.61
CD_12,Cliente_119,sku_2,RODOVIARIO,1241.62
CD_12,Cliente_119,sku_4,RODOVIARIO,36.19
CD_12,Cliente_119,sku_5,RODOVIARIO,0.1
CD_12,Cliente_119,sku_6,RODOVIARIO,0.1
CD_12,Cliente_119,sku_8,RODOVIARIO,74.05
CD_12,Cliente_119,sku_11,RODOVIARIO,206.5
CD_12,Cliente_119,sku_12,RODOVIARIO,12.56
CD_12,Cliente_119,sku_14,RODOVIARIO,4008.03
CD_12,Cliente_119,sku_15,RODOVIARIO,1090.65
CD_12,Cliente_119,sku_16,RODOVIARIO,0.1
CD_12,Cliente_119,sku_17,RODOVIARIO,5159.8
CD_12,Cliente_119,sku_18,RODOVIARIO,17780.0
CD_12,Cliente_119,sku_19,RODOVIARIO,29.5
CD_12,Cliente_119,sku_20,RODOVIARIO,729.96
CD_12,Cliente_119,sku_21,RODOVIARIO,2021.32
CD_12,Cliente_119,sku_22,RODOVIARIO,153.44
CD_12,Cliente_119,sku_23,RODOVIARIO,0.1
CD_12,Cliente_119,sku_25,RODOVIARIO,319.14
CD_12,Cliente_119,sku_26,RODOVIARIO,0.1
CD_12,Cliente_119,sku_33,RODOVIARIO,88.65
CD_12,Cliente_119,sku_35,RODOVIARIO,1611.1
CD_12,Cliente_119,sku_40,RODOVIARIO,648.51
CD_12,Cliente_119,sku_43,RODOVIARIO,4887.79
CD_12,Cliente_119,sku_49,RODOVIARIO,0.1
CD_12,Cliente_119,sku_60,RODOVIARIO,148.77
CD_12,Cliente_119,sku_61,RODOVIARIO,45.16
CD_12,Cliente_119,sku_63,RODOVIARIO,0.1
CD_12,Cliente_119,sku_69,RODOVIARIO,514.6
CD_12,Cliente_119,sku_73,RODOVIARIO,1717.59
CD_12,Cliente_119,sku_77,RODOVIARIO,836.17
CD_12,Cliente_119,sku_82,RODOVIARIO,5251.53
CD_12,Cliente_120,sku_15,RODOVIARIO,65.91
CD_12,Cliente_121,sku_2,RODOVIARIO,77.94
CD_12,Cliente_121,sku_6,RODOVIARIO,0.1
CD_12,Cliente_121,sku_15,RODOVIARIO,40.84
CD_12,Cliente_121,sku_16,RODOVIARIO,0.1
CD_12,Cliente_121,sku_18,RODOVIARIO,549.01
CD_12,Cliente_121,sku_19,RODOVIARIO,0.1
CD_12,Cliente_121,sku_21,RODOVIARIO,751.53
CD_12,Cliente_121,sku_23,RODOVIARIO,0.1
CD_12,Cliente_121,sku_61,RODOVIARIO,0.1
CD_12,Cliente_121,sku_63,RODOVIARIO,0.1
CD_12,Cliente_121,sku_69,RODOVIARIO,0.1
CD_12,Cliente_121,sku_82,RODOVIARIO,1067.95
CD_12,Cliente_122,sku_82,RODOVIARIO,281.04
CD_12,Cliente_123,sku_0,RODOVIARIO,14.89
CD_12,Cliente_123,sku_2,RODOVIARIO,487.41
CD_12,Cliente_123,sku_6,RODOVIARIO,0.1
CD_12,Cliente_123,sku_7,RODOVIARIO,8.65
CD_12,Cliente_123,sku_15,RODOVIARIO,321.33
CD_12,Cliente_123,sku_16,RODOVIARIO,0.1
CD_12,Cliente_123,sku_18,RODOVIARIO,1850.74
CD_12,Cliente_123,sku_25,RODOVIARIO,209.98
CD_12,Cliente_123,sku_26,RODOVIARIO,0.1
CD_12,Cliente_123,sku_61,RODOVIARIO,0.1
CD_12,Cliente_123,sku_69,RODOVIARIO,139.29
CD_12,Cliente_123,sku_73,RODOVIARIO,0.1
CD_12,Cliente_123,sku_77,RODOVIARIO,1586.65
CD_12,Cliente_123,sku_82,RODOVIARIO,105.11
CD_12,Cliente_125,sku_6,RODOVIARIO,0.1
CD_12,Cliente_125,sku_8,RODOVIARIO,109.79
CD_12,Cliente_125,sku_15,RODOVIARIO,108.44
CD_12,Cliente_125,sku_16,RODOVIARIO,0.1
CD_12,Cliente_125,sku_18,RODOVIARIO,33.57
CD_12,Cliente_125,sku_22,RODOVIARIO,7.13
CD_12,Cliente_125,sku_29,RODOVIARIO,79.58
CD_12,Cliente_125,sku_66,RODOVIARIO,164.13
CD_12,Cliente_125,sku_82,RODOVIARIO,339.12
CD_12,Cliente_126,sku_40,RODOVIARIO,90.79
CD_12,Cliente_127,sku_6,RODOVIARIO,0.1
CD_12,Cliente_127,sku_15,RODOVIARIO,38.14
CD_12,Cliente_127,sku_16,RODOVIARIO,0.1
CD_12,Cliente_127,sku_18,RODOVIARIO,127.09
CD_12,Cliente_127,sku_43,RODOVIARIO,1210.12
CD_12,Cliente_130,sku_18,RODOVIARIO,178.88
CD_12,Cliente_131,sku_6,RODOVIARIO,0.1
CD_12,Cliente_131,sku_8,RODOVIARIO,1861.3
CD_12,Cliente_131,sku_14,RODOVIARIO,358.77
CD_12,Cliente_131,sku_15,RODOVIARIO,87.45
CD_12,Cliente_131,sku_16,RODOVIARIO,0.1
CD_12,Cliente_131,sku_17,RODOVIARIO,0.1
CD_12,Cliente_131,sku_18,RODOVIARIO,8474.05
CD_12,Cliente_131,sku_21,RODOVIARIO,539.74
CD_12,Cliente_131,sku_40,RODOVIARIO,60.8
CD_12,Cliente_131,sku_43,RODOVIARIO,161.76
CD_12,Cliente_134,sku_2,RODOVIARIO,31.45
CD_12,Cliente_134,sku_6,RODOVIARIO,0.1
CD_12,Cliente_134,sku_8,RODOVIARIO,182.11
CD_12,Cliente_134,sku_14,RODOVIARIO,83.54
CD_12,Cliente_134,sku_15,RODOVIARIO,203.12
CD_12,Cliente_134,sku_16,RODOVIARIO,0.1
CD_12,Cliente_134,sku_18,RODOVIARIO,3065.88
CD_12,Cliente_134,sku_21,RODOVIARIO,2.56
CD_12,Cliente_134,sku_43,RODOVIARIO,330.26
CD_12,Cliente_134,sku_82,RODOVIARIO,541.52
CD_12,Cliente_138,sku_6,RODOVIARIO,0.1
CD_12,Cliente_138,sku_14,RODOVIARIO,420.02
CD_12,Cliente_138,sku_16,RODOVIARIO,0.1
CD_12,Cliente_138,sku_18,RODOVIARIO,1539.22
CD_12,Cliente_138,sku_19,RODOVIARIO,0.1
CD_12,Cliente_138,sku_21,RODOVIARIO,1074.09
CD_12,Cliente_138,sku_25,RODOVIARIO,0.1
CD_12,Cliente_138,sku_40,RODOVIARIO,90.47
CD_12,Cliente_138,sku_43,RODOVIARIO,247.95
CD_12,Cliente_138,sku_61,RODOVIARIO,0.1
CD_12,Cliente_138,sku_69,RODOVIARIO,281.47
CD_12,Cliente_138,sku_73,RODOVIARIO,0.1
CD_12,Cliente_138,sku_82,RODOVIARIO,407.16
CD_12,Cliente_136,sku_18,RODOVIARIO,151.25
CD_12,Cliente_139,sku_18,RODOVIARIO,118.2
CD_12,Cliente_141,sku_2,RODOVIARIO,103.1
CD_12,Cliente_141,sku_6,RODOVIARIO,0.1
CD_12,Cliente_141,sku_8,RODOVIARIO,55.33
CD_12,Cliente_141,sku_11,RODOVIARIO,7.51
CD_12,Cliente_141,sku_15,RODOVIARIO,1302.69
CD_12,Cliente_141,sku_16,RODOVIARIO,0.1
CD_12,Cliente_141,sku_18,RODOVIARIO,2523.62
CD_12,Cliente_141,sku_21,RODOVIARIO,226.54
CD_12,Cliente_141,sku_25,RODOVIARIO,867.92
CD_12,Cliente_141,sku_35,RODOVIARIO,152.0
CD_12,Cliente_141,sku_40,RODOVIARIO,46.04
CD_12,Cliente_141,sku_43,RODOVIARIO,1694.18
CD_12,Cliente_141,sku_61,RODOVIARIO,2.43
CD_12,Cliente_141,sku_63,RODOVIARIO,204.61
CD_12,Cliente_141,sku_69,RODOVIARIO,42.39
CD_12,Cliente_141,sku_77,RODOVIARIO,173.14
CD_12,Cliente_141,sku_82,RODOVIARIO,1290.84
CD_12,Cliente_144,sku_77,RODOVIARIO,1196.4
CD_12,Cliente_145,sku_0,RODOVIARIO,0.1
CD_12,Cliente_145,sku_2,RODOVIARIO,510.33
CD_12,Cliente_145,sku_5,RODOVIARIO,28.12
CD_12,Cliente_145,sku_6,RODOVIARIO,0.1
CD_12,Cliente_145,sku_8,RODOVIARIO,404.66
CD_12,Cliente_145,sku_11,RODOVIARIO,738.83
CD_12,Cliente_145,sku_15,RODOVIARIO,768.76
CD_12,Cliente_145,sku_16,RODOVIARIO,0.1
CD_12,Cliente_145,sku_17,RODOVIARIO,1424.05
CD_12,Cliente_145,sku_18,RODOVIARIO,8361.16
CD_12,Cliente_145,sku_19,RODOVIARIO,37.24
CD_12,Cliente_145,sku_20,RODOVIARIO,266.24
CD_12,Cliente_145,sku_21,RODOVIARIO,3653.38
CD_12,Cliente_145,sku_22,RODOVIARIO,177.18
CD_12,Cliente_145,sku_23,RODOVIARIO,606.49
CD_12,Cliente_145,sku_25,RODOVIARIO,562.65
CD_12,Cliente_145,sku_26,RODOVIARIO,272.0
CD_12,Cliente_145,sku_35,RODOVIARIO,1203.14
CD_12,Cliente_145,sku_38,RODOVIARIO,995.97
CD_12,Cliente_145,sku_43,RODOVIARIO,104.03
CD_12,Cliente_145,sku_61,RODOVIARIO,0.1
CD_12,Cliente_145,sku_63,RODOVIARIO,55.57
CD_12,Cliente_145,sku_69,RODOVIARIO,49.13
CD_12,Cliente_145,sku_77,RODOVIARIO,2594.53
CD_12,Cliente_145,sku_82,RODOVIARIO,6906.36
CD_12,Cliente_143,sku_2,RODOVIARIO,504.77
CD_12,Cliente_143,sku_11,RODOVIARIO,9566.04
CD_12,Cliente_143,sku_15,RODOVIARIO,2432.12
CD_12,Cliente_146,sku_18,RODOVIARIO,1046.56
CD_12,Cliente_146,sku_82,RODOVIARIO,9545.53
CD_12,Cliente_149,sku_0,RODOVIARIO,231.37
CD_12,Cliente_149,sku_2,RODOVIARIO,1830.26
CD_12,Cliente_149,sku_8,RODOVIARIO,8403.09
CD_12,Cliente_149,sku_14,RODOVIARIO,4129.95
CD_12,Cliente_149,sku_15,RODOVIARIO,4668.22
CD_12,Cliente_149,sku_18,RODOVIARIO,96484.19
CD_12,Cliente_149,sku_21,RODOVIARIO,378.46
CD_12,Cliente_149,sku_43,RODOVIARIO,609.52
CD_12,Cliente_149,sku_69,RODOVIARIO,206.99
CD_12,Cliente_150,sku_0,RODOVIARIO,19.18
CD_12,Cliente_150,sku_2,RODOVIARIO,425.67
CD_12,Cliente_150,sku_4,RODOVIARIO,0.1
CD_12,Cliente_150,sku_5,RODOVIARIO,402.45
CD_12,Cliente_150,sku_6,RODOVIARIO,0.1
CD_12,Cliente_150,sku_8,RODOVIARIO,2704.64
CD_12,Cliente_150,sku_11,RODOVIARIO,1661.42
CD_12,Cliente_150,sku_14,RODOVIARIO,1540.39
CD_12,Cliente_150,sku_15,RODOVIARIO,628.32
CD_12,Cliente_150,sku_16,RODOVIARIO,0.1
CD_12,Cliente_150,sku_18,RODOVIARIO,25450.98
CD_12,Cliente_150,sku_19,RODOVIARIO,0.1
CD_12,Cliente_150,sku_21,RODOVIARIO,27526.86
CD_12,Cliente_150,sku_22,RODOVIARIO,22.33
CD_12,Cliente_150,sku_23,RODOVIARIO,0.1
CD_12,Cliente_150,sku_25,RODOVIARIO,0.1
CD_12,Cliente_150,sku_26,RODOVIARIO,228.82
CD_12,Cliente_150,sku_40,RODOVIARIO,778.21
CD_12,Cliente_150,sku_43,RODOVIARIO,5661.31
CD_12,Cliente_150,sku_49,RODOVIARIO,677.36
CD_12,Cliente_150,sku_52,RODOVIARIO,4351.45
CD_12,Cliente_150,sku_61,RODOVIARIO,30.93
CD_12,Cliente_150,sku_63,RODOVIARIO,0.1
CD_12,Cliente_150,sku_66,RODOVIARIO,150.69
CD_12,Cliente_150,sku_69,RODOVIARIO,712.18
CD_12,Cliente_150,sku_73,RODOVIARIO,0.1
CD_12,Cliente_150,sku_77,RODOVIARIO,234.95
CD_12,Cliente_150,sku_82,RODOVIARIO,3592.25
CD_12,Cliente_151,sku_2,RODOVIARIO,78.83
CD_12,Cliente_151,sku_5,RODOVIARIO,300.99
CD_12,Cliente_151,sku_15,RODOVIARIO,160.05
CD_12,Cliente_151,sku_18,RODOVIARIO,412.75
CD_12,Cliente_151,sku_21,RODOVIARIO,13.65
CD_12,Cliente_151,sku_82,RODOVIARIO,807.15
CD_12,Cliente_147,sku_2,RODOVIARIO,395.04
CD_12,Cliente_147,sku_11,RODOVIARIO,7.22
CD_12,Cliente_153,sku_0,RODOVIARIO,0.1
CD_12,Cliente_153,sku_2,RODOVIARIO,33.11
CD_12,Cliente_153,sku_18,RODOVIARIO,0.1
CD_12,Cliente_153,sku_22,RODOVIARIO,24.79
CD_12,Cliente_154,sku_0,RODOVIARIO,8.66
CD_12,Cliente_154,sku_2,RODOVIARIO,609.14
CD_12,Cliente_154,sku_4,RODOVIARIO,60.55
CD_12,Cliente_154,sku_6,RODOVIARIO,3.61
CD_12,Cliente_154,sku_8,RODOVIARIO,209.04
CD_12,Cliente_154,sku_11,RODOVIARIO,0.1
CD_12,Cliente_154,sku_14,RODOVIARIO,616.64
CD_12,Cliente_154,sku_15,RODOVIARIO,739.67
CD_12,Cliente_154,sku_16,RODOVIARIO,0.1
CD_12,Cliente_154,sku_17,RODOVIARIO,422.87
CD_12,Cliente_154,sku_18,RODOVIARIO,6680.02
CD_12,Cliente_154,sku_19,RODOVIARIO,44.16
CD_12,Cliente_154,sku_21,RODOVIARIO,14923.07
CD_12,Cliente_154,sku_23,RODOVIARIO,55.31
CD_12,Cliente_154,sku_25,RODOVIARIO,476.49
CD_12,Cliente_154,sku_26,RODOVIARIO,16.75
CD_12,Cliente_154,sku_40,RODOVIARIO,40.53
CD_12,Cliente_154,sku_43,RODOVIARIO,527.24
CD_12,Cliente_154,sku_61,RODOVIARIO,200.58
CD_12,Cliente_154,sku_63,RODOVIARIO,60.7
CD_12,Cliente_154,sku_69,RODOVIARIO,77.07
CD_12,Cliente_154,sku_73,RODOVIARIO,302.67
CD_12,Cliente_148,sku_2,RODOVIARIO,395.04
CD_12,Cliente_148,sku_11,RODOVIARIO,7.23
CD_12,Cliente_155,sku_18,RODOVIARIO,140.16
CD_12,Cliente_157,sku_2,RODOVIARIO,27.89
CD_12,Cliente_157,sku_8,RODOVIARIO,218.17
CD_12,Cliente_157,sku_15,RODOVIARIO,325.8
CD_12,Cliente_157,sku_18,RODOVIARIO,20947.63
CD_12,Cliente_158,sku_6,RODOVIARIO,0.1
CD_12,Cliente_158,sku_16,RODOVIARIO,0.1
CD_12,Cliente_158,sku_17,RODOVIARIO,53.48
CD_12,Cliente_158,sku_18,RODOVIARIO,709.31
CD_12,Cliente_158,sku_21,RODOVIARIO,0.1
CD_12,Cliente_158,sku_50,RODOVIARIO,0.1
CD_12,Cliente_158,sku_52,RODOVIARIO,58.2
CD_12,Cliente_161,sku_16,RODOVIARIO,0.1
CD_12,Cliente_161,sku_17,RODOVIARIO,26.74
CD_12,Cliente_161,sku_18,RODOVIARIO,933.4
CD_12,Cliente_161,sku_43,RODOVIARIO,3219.54
CD_8,Cliente_2,sku_18,RODOVIARIO,19.49
CD_8,Cliente_2,sku_21,RODOVIARIO,1322.22
CD_8,Cliente_2,sku_23,RODOVIARIO,117.13
CD_8,Cliente_2,sku_27,RODOVIARIO,163.05
CD_8,Cliente_2,sku_29,RODOVIARIO,5.26
CD_8,Cliente_2,sku_33,RODOVIARIO,224.92
CD_8,Cliente_2,sku_35,RODOVIARIO,1002.08
CD_8,Cliente_2,sku_38,RODOVIARIO,10.04
CD_8,Cliente_2,sku_40,RODOVIARIO,590.31
CD_8,Cliente_2,sku_43,RODOVIARIO,1330.59
CD_8,Cliente_2,sku_47,RODOVIARIO,0.1
CD_8,Cliente_2,sku_61,RODOVIARIO,304.16
CD_8,Cliente_2,sku_63,RODOVIARIO,40.58
CD_8,Cliente_2,sku_79,RODOVIARIO,63.45
CD_8,Cliente_2,sku_82,RODOVIARIO,988.12
CD_8,Cliente_5,sku_40,RODOVIARIO,1047.51
CD_8,Cliente_5,sku_43,RODOVIARIO,32189.19
CD_8,Cliente_5,sku_52,RODOVIARIO,3133.32
CD_8,Cliente_5,sku_61,RODOVIARIO,216.03
CD_8,Cliente_5,sku_65,RODOVIARIO,144.28
CD_8,Cliente_5,sku_69,RODOVIARIO,612.12
CD_8,Cliente_5,sku_79,RODOVIARIO,282.18
CD_8,Cliente_5,sku_80,RODOVIARIO,32474.12
CD_8,Cliente_5,sku_82,RODOVIARIO,6863.11
