no,sku,perfil,demanda
Cliente_49,sku_21,Rodoviário,12874.39
Cliente_49,sku_23,Rodoviário,74.83
Cliente_49,sku_25,Rodoviário,970.82
Cliente_49,sku_26,Rodoviário,33.62
Cliente_49,sku_27,Rodoviário,50.62
Cliente_49,sku_29,Rodoviário,1321.05
Cliente_49,sku_31,Rodoviário,67.09
Cliente_49,sku_33,Rodoviário,2456.37
Cliente_49,sku_35,Rodoviário,2153.67
Cliente_49,sku_37,Rodoviário,596.04
Cliente_49,sku_38,Rodoviário,3690.36
Cliente_49,sku_40,Rodoviário,9996.3
Cliente_49,sku_42,Rodoviário,414.37
Cliente_49,sku_43,Rodoviário,61198.16
Cliente_49,sku_46,Rodoviário,386.22
Cliente_49,sku_47,Rodoviário,34644.3
Cliente_49,sku_49,Rodoviário,14733.85
Cliente_49,sku_50,Rodoviário,39.05
Cliente_49,sku_52,Rodoviário,80703.07
Cliente_49,sku_55,Rodoviário,151.56
Cliente_49,sku_58,Rodoviário,242.1
Cliente_49,sku_59,Rodoviário,1110.09
Cliente_49,sku_61,Rodoviário,561.56
Cliente_49,sku_63,Rodoviário,422.95
Cliente_49,sku_66,Rodoviário,51.48
Cliente_49,sku_69,Rodoviário,1137.21
Cliente_49,sku_71,Rodoviário,228.86
Cliente_49,sku_73,Rodoviário,2638.45
Cliente_49,sku_75,Rodoviário,254.43
Cliente_49,sku_76,Rodoviário,102.03
Cliente_49,sku_77,Rodoviário,2542.99
Cliente_49,sku_79,Rodoviário,3756.54
Cliente_49,sku_82,Rodoviário,27762.5
Cliente_49,sku_32,Rodoviário,20.35
Cliente_49,sku_83,Rodoviário,4009.68
Cliente_49,sku_84,Rodoviário,326800.98
Cliente_49,sku_85,Rodoviário,44.55
Cliente_49,sku_88,Rodoviário,214.21
Cliente_49,sku_90,Rodoviário,30.89
Cliente_50,sku_8,Rodoviário,1367.93
Cliente_50,sku_10,Rodoviário,28.03
Cliente_50,sku_11,Rodoviário,1241.06
Cliente_50,sku_14,Rodoviário,691.86
Cliente_50,sku_15,Rodoviário,730.36
Cliente_50,sku_17,Rodoviário,536.07
Cliente_50,sku_18,Rodoviário,282.58
Cliente_50,sku_20,Rodoviário,310.52
Cliente_50,sku_21,Rodoviário,547.9
Cliente_50,sku_35,Rodoviário,1218.92
Cliente_50,sku_38,Rodoviário,312.92
Cliente_50,sku_43,Rodoviário,1060.19
Cliente_50,sku_57,Rodoviário,1746.08
Cliente_50,sku_58,Rodoviário,2365.52
Cliente_50,sku_59,Rodoviário,20840.67
Cliente_50,sku_63,Rodoviário,24.57
Cliente_50,sku_75,Rodoviário,2592.23
Cliente_50,sku_77,Rodoviário,2789.81
Cliente_50,sku_82,Rodoviário,1021.73
Cliente_50,sku_56,Rodoviário,1321.8
Cliente_50,sku_83,Rodoviário,1939.64
Cliente_50,sku_88,Rodoviário,399.5
Cliente_52,sku_6,Rodoviário,0.1
Cliente_52,sku_8,Rodoviário,17.71
Cliente_52,sku_16,Rodoviário,0.1
Cliente_52,sku_29,Rodoviário,540.81
Cliente_52,sku_38,Rodoviário,1892.4
Cliente_52,sku_39,Rodoviário,276.41
Cliente_52,sku_40,Rodoviário,4498.82
Cliente_52,sku_43,Rodoviário,15345.04
Cliente_52,sku_49,Rodoviário,4266.4
Cliente_52,sku_52,Rodoviário,10856.45
Cliente_52,sku_65,Rodoviário,91.15
Cliente_52,sku_74,Rodoviário,425.21
Cliente_52,sku_75,Rodoviário,655.2
Cliente_52,sku_77,Rodoviário,50.23
Cliente_52,sku_79,Rodoviário,6055.19
Cliente_52,sku_82,Rodoviário,56746.03
Cliente_52,sku_84,Rodoviário,99253.45
Cliente_52,sku_86,Rodoviário,9954.13
Cliente_53,sku_0,Rodoviário,194.21
Cliente_53,sku_1,Rodoviário,128.37
Cliente_53,sku_2,Rodoviário,2027.17
Cliente_53,sku_3,Rodoviário,138.69
Cliente_53,sku_4,Rodoviário,105.67
Cliente_53,sku_5,Rodoviário,423.62
Cliente_53,sku_6,Rodoviário,0.3
Cliente_53,sku_8,Rodoviário,263.43
Cliente_53,sku_11,Rodoviário,1647.33
Cliente_53,sku_14,Rodoviário,899.64
Cliente_53,sku_15,Rodoviário,223.04
Cliente_53,sku_16,Rodoviário,468.99
Cliente_53,sku_17,Rodoviário,16040.3
Cliente_53,sku_18,Rodoviário,22475.33
Cliente_53,sku_20,Rodoviário,2547.65
Cliente_53,sku_21,Rodoviário,16512.12
Cliente_53,sku_22,Rodoviário,145.4
Cliente_53,sku_23,Rodoviário,551.96
Cliente_53,sku_25,Rodoviário,6827.39
Cliente_53,sku_26,Rodoviário,34.73
Cliente_53,sku_27,Rodoviário,145.41
Cliente_53,sku_29,Rodoviário,16.58
Cliente_53,sku_31,Rodoviário,2.43
Cliente_53,sku_33,Rodoviário,2644.1
Cliente_53,sku_35,Rodoviário,628.67
Cliente_53,sku_38,Rodoviário,1503.14
Cliente_53,sku_40,Rodoviário,365.41
Cliente_53,sku_43,Rodoviário,18811.51
Cliente_53,sku_47,Rodoviário,0.1
Cliente_53,sku_49,Rodoviário,18326.34
Cliente_53,sku_52,Rodoviário,16027.94
Cliente_53,sku_60,Rodoviário,297.53
Cliente_53,sku_61,Rodoviário,10248.69
Cliente_53,sku_63,Rodoviário,12909.35
Cliente_53,sku_69,Rodoviário,443.34
Cliente_53,sku_71,Rodoviário,397.33
Cliente_53,sku_73,Rodoviário,2163.6
Cliente_53,sku_77,Rodoviário,6534.37
Cliente_53,sku_79,Rodoviário,772.26
Cliente_53,sku_80,Rodoviário,50632.61
Cliente_53,sku_82,Rodoviário,17086.52
Cliente_53,sku_83,Rodoviário,68647.43
Cliente_53,sku_84,Rodoviário,187374.89
Cliente_53,sku_85,Rodoviário,0.1
Cliente_53,sku_86,Rodoviário,2133.03
Cliente_53,sku_88,Rodoviário,440.76
Cliente_51,sku_2,Rodoviário,153.63
Cliente_51,sku_11,Rodoviário,79814.94
Cliente_51,sku_18,Rodoviário,2073.65
Cliente_51,sku_61,Rodoviário,12442.81
Cliente_54,sku_8,Rodoviário,20.96
Cliente_54,sku_18,Rodoviário,599.15
Cliente_54,sku_60,Rodoviário,48442.78
Cliente_54,sku_63,Rodoviário,160.29
Cliente_55,sku_6,Rodoviário,0.1
Cliente_55,sku_26,Rodoviário,23.82
Cliente_55,sku_29,Rodoviário,270.4
Cliente_55,sku_38,Rodoviário,338.2
Cliente_55,sku_43,Rodoviário,11798.33
Cliente_55,sku_69,Rodoviário,5361.52
Cliente_55,sku_77,Rodoviário,103.55
Cliente_55,sku_79,Rodoviário,2979.75
Cliente_55,sku_82,Rodoviário,44199.27
Cliente_56,sku_0,Rodoviário,18.25
Cliente_56,sku_2,Rodoviário,179.19
Cliente_56,sku_4,Rodoviário,20.54
Cliente_56,sku_6,Rodoviário,6.46
Cliente_56,sku_8,Rodoviário,23.91
Cliente_56,sku_11,Rodoviário,1680.86
Cliente_56,sku_14,Rodoviário,402.42
Cliente_56,sku_15,Rodoviário,235.04
Cliente_56,sku_16,Rodoviário,23.55
Cliente_56,sku_18,Rodoviário,326.1
Cliente_56,sku_21,Rodoviário,669.32
Cliente_56,sku_22,Rodoviário,867.1
Cliente_56,sku_23,Rodoviário,53.63
Cliente_56,sku_25,Rodoviário,2101.48
Cliente_56,sku_33,Rodoviário,32.51
Cliente_56,sku_35,Rodoviário,44.42
Cliente_56,sku_38,Rodoviário,133.52
Cliente_56,sku_40,Rodoviário,202.93
Cliente_56,sku_43,Rodoviário,4036.17
Cliente_56,sku_47,Rodoviário,0.1
Cliente_56,sku_61,Rodoviário,685.58
Cliente_56,sku_63,Rodoviário,1475.42
Cliente_56,sku_69,Rodoviário,87.99
Cliente_56,sku_77,Rodoviário,685.54
Cliente_56,sku_82,Rodoviário,751.15
Cliente_56,sku_84,Rodoviário,125083.71
Cliente_56,sku_86,Rodoviário,6517.58
Cliente_59,sku_0,Rodoviário,31.77
Cliente_59,sku_2,Rodoviário,344.81
Cliente_59,sku_6,Rodoviário,0.2
Cliente_59,sku_8,Rodoviário,62.23
Cliente_59,sku_11,Rodoviário,4026.13
Cliente_59,sku_14,Rodoviário,4107.88
Cliente_59,sku_15,Rodoviário,3.57
Cliente_59,sku_16,Rodoviário,659.89
Cliente_59,sku_17,Rodoviário,262.18
Cliente_59,sku_18,Rodoviário,1517.38
Cliente_59,sku_21,Rodoviário,46930.55
Cliente_59,sku_23,Rodoviário,3136.7
Cliente_59,sku_25,Rodoviário,2231.66
Cliente_59,sku_26,Rodoviário,7.9
Cliente_59,sku_27,Rodoviário,730.12
Cliente_59,sku_29,Rodoviário,873.62
Cliente_59,sku_31,Rodoviário,1358.54
Cliente_59,sku_33,Rodoviário,7607.4
Cliente_59,sku_35,Rodoviário,400.53
Cliente_59,sku_37,Rodoviário,401.56
Cliente_59,sku_38,Rodoviário,5879.39
Cliente_59,sku_40,Rodoviário,7091.42
Cliente_59,sku_42,Rodoviário,5069.01
Cliente_59,sku_43,Rodoviário,59726.2
Cliente_59,sku_47,Rodoviário,79508.79
Cliente_59,sku_49,Rodoviário,36327.85
Cliente_59,sku_52,Rodoviário,147975.63
Cliente_59,sku_55,Rodoviário,85131.11
Cliente_59,sku_59,Rodoviário,2050.79
Cliente_59,sku_61,Rodoviário,16880.64
Cliente_59,sku_62,Rodoviário,6596.5
Cliente_59,sku_63,Rodoviário,3564.64
Cliente_59,sku_64,Rodoviário,166.9
Cliente_59,sku_66,Rodoviário,249.67
Cliente_59,sku_67,Rodoviário,652.59
Cliente_59,sku_69,Rodoviário,8757.1
Cliente_59,sku_71,Rodoviário,6137.92
Cliente_59,sku_73,Rodoviário,1783.34
Cliente_59,sku_74,Rodoviário,507.29
Cliente_59,sku_75,Rodoviário,9.12
Cliente_59,sku_77,Rodoviário,2683.67
Cliente_59,sku_78,Rodoviário,1495.1
Cliente_59,sku_79,Rodoviário,4276.71
Cliente_59,sku_80,Rodoviário,20746.73
Cliente_59,sku_82,Rodoviário,59317.95
Cliente_59,sku_70,Rodoviário,31.16
Cliente_59,sku_83,Rodoviário,2146.18
Cliente_59,sku_84,Rodoviário,20713.52
Cliente_60,sku_0,Rodoviário,559.7
Cliente_60,sku_2,Rodoviário,15030.87
Cliente_60,sku_4,Rodoviário,3793.61
Cliente_60,sku_5,Rodoviário,248.47
Cliente_60,sku_6,Rodoviário,772.91
Cliente_60,sku_7,Rodoviário,8.7
Cliente_60,sku_8,Rodoviário,27387.74
Cliente_60,sku_11,Rodoviário,12199.56
Cliente_60,sku_12,Rodoviário,1.29
Cliente_60,sku_14,Rodoviário,23814.98
Cliente_60,sku_15,Rodoviário,5872.92
Cliente_60,sku_16,Rodoviário,1699.14
Cliente_60,sku_17,Rodoviário,15462.98
Cliente_60,sku_18,Rodoviário,186106.98
Cliente_60,sku_19,Rodoviário,831.63
Cliente_60,sku_20,Rodoviário,168.57
Cliente_60,sku_21,Rodoviário,239569.12
Cliente_60,sku_22,Rodoviário,64.55
Cliente_60,sku_23,Rodoviário,5298.86
Cliente_60,sku_24,Rodoviário,74.57
Cliente_60,sku_25,Rodoviário,106575.12
Cliente_60,sku_26,Rodoviário,492.56
Cliente_60,sku_27,Rodoviário,11021.38
Cliente_60,sku_28,Rodoviário,225.56
Cliente_60,sku_29,Rodoviário,16463.71
Cliente_60,sku_31,Rodoviário,7666.31
Cliente_60,sku_33,Rodoviário,44344.54
Cliente_60,sku_34,Rodoviário,72.52
Cliente_60,sku_35,Rodoviário,2331.46
Cliente_60,sku_37,Rodoviário,12745.64
Cliente_60,sku_38,Rodoviário,12362.55
Cliente_60,sku_39,Rodoviário,3412.98
Cliente_60,sku_40,Rodoviário,47302.21
Cliente_60,sku_42,Rodoviário,12675.03
Cliente_60,sku_43,Rodoviário,520864.95
Cliente_60,sku_46,Rodoviário,4653.17
Cliente_60,sku_47,Rodoviário,1270685.62
Cliente_60,sku_48,Rodoviário,131.67
Cliente_60,sku_49,Rodoviário,528804.19
Cliente_60,sku_50,Rodoviário,400.95
Cliente_60,sku_52,Rodoviário,2630863.04
Cliente_60,sku_55,Rodoviário,318350.98
Cliente_60,sku_59,Rodoviário,7266.31
Cliente_60,sku_60,Rodoviário,8968.57
Cliente_60,sku_61,Rodoviário,10828.71
Cliente_60,sku_62,Rodoviário,538.48
Cliente_60,sku_63,Rodoviário,82422.93
Cliente_60,sku_64,Rodoviário,52.15
Cliente_60,sku_65,Rodoviário,620.5
Cliente_60,sku_66,Rodoviário,2296.45
Cliente_60,sku_67,Rodoviário,2086.97
Cliente_60,sku_68,Rodoviário,255.41
Cliente_60,sku_69,Rodoviário,92830.66
Cliente_60,sku_71,Rodoviário,5419.75
Cliente_60,sku_73,Rodoviário,17907.01
Cliente_60,sku_74,Rodoviário,1321.34
Cliente_60,sku_75,Rodoviário,9097.6
Cliente_60,sku_76,Rodoviário,6.77
Cliente_60,sku_77,Rodoviário,22834.59
Cliente_60,sku_78,Rodoviário,1473.4
Cliente_60,sku_79,Rodoviário,34952.95
Cliente_60,sku_80,Rodoviário,57332.31
Cliente_60,sku_81,Rodoviário,75.16
Cliente_60,sku_82,Rodoviário,528765.54
Cliente_60,sku_30,Rodoviário,187.79
Cliente_60,sku_72,Rodoviário,190.17
Cliente_60,sku_70,Rodoviário,1619.21
Cliente_60,sku_32,Rodoviário,2197.52
Cliente_60,sku_83,Rodoviário,28398.49
Cliente_60,sku_84,Rodoviário,912375.47
Cliente_60,sku_85,Rodoviário,0.1
Cliente_60,sku_86,Rodoviário,3579.97
Cliente_60,sku_88,Rodoviário,349.59
Cliente_57,sku_2,Rodoviário,2838.37
Cliente_57,sku_7,Rodoviário,14.07
Cliente_57,sku_8,Rodoviário,50757.58
Cliente_57,sku_11,Rodoviário,213985.59
Cliente_57,sku_13,Rodoviário,866.32
Cliente_57,sku_14,Rodoviário,17409.4
Cliente_57,sku_15,Rodoviário,1142.78
Cliente_57,sku_17,Rodoviário,73425.12
Cliente_57,sku_18,Rodoviário,274296.38
Cliente_57,sku_21,Rodoviário,54870.65
Cliente_57,sku_23,Rodoviário,855.49
Cliente_57,sku_25,Rodoviário,9942.92
Cliente_57,sku_29,Rodoviário,25276.35
Cliente_57,sku_33,Rodoviário,54400.91
Cliente_57,sku_38,Rodoviário,645.78
Cliente_57,sku_39,Rodoviário,36.87
Cliente_57,sku_43,Rodoviário,271036.76
Cliente_57,sku_47,Rodoviário,221937.55
Cliente_57,sku_49,Rodoviário,9716.36
Cliente_57,sku_52,Rodoviário,143268.9
Cliente_57,sku_55,Rodoviário,196432.61
Cliente_57,sku_59,Rodoviário,759.16
Cliente_57,sku_61,Rodoviário,71092.0
Cliente_57,sku_63,Rodoviário,2044.79
Cliente_57,sku_66,Rodoviário,10105.98
Cliente_57,sku_69,Rodoviário,91650.08
Cliente_57,sku_71,Rodoviário,18063.59
Cliente_57,sku_73,Rodoviário,284.46
Cliente_57,sku_74,Rodoviário,316.98
Cliente_57,sku_77,Rodoviário,13523.26
Cliente_57,sku_78,Rodoviário,15.23
Cliente_57,sku_79,Rodoviário,1963.97
Cliente_57,sku_82,Rodoviário,90598.9
Cliente_61,sku_0,Rodoviário,19.29
Cliente_61,sku_2,Rodoviário,1816.48
Cliente_61,sku_5,Rodoviário,389.37
Cliente_61,sku_8,Rodoviário,1094.84
Cliente_61,sku_10,Rodoviário,13.5
Cliente_61,sku_11,Rodoviário,38918.37
Cliente_61,sku_12,Rodoviário,65.16
Cliente_61,sku_13,Rodoviário,28.07
Cliente_61,sku_14,Rodoviário,37678.15
Cliente_61,sku_15,Rodoviário,223.21
Cliente_61,sku_16,Rodoviário,167.51
Cliente_61,sku_17,Rodoviário,9870.81
Cliente_61,sku_18,Rodoviário,12912.03
Cliente_61,sku_20,Rodoviário,4.6
Cliente_61,sku_21,Rodoviário,296107.34
Cliente_61,sku_23,Rodoviário,2551.97
Cliente_61,sku_29,Rodoviário,988.21
Cliente_61,sku_33,Rodoviário,23003.89
Cliente_61,sku_34,Rodoviário,328.0
Cliente_61,sku_35,Rodoviário,1309.37
Cliente_61,sku_38,Rodoviário,9854.27
Cliente_61,sku_39,Rodoviário,23216.8
Cliente_61,sku_40,Rodoviário,134.8
Cliente_61,sku_43,Rodoviário,393672.23
Cliente_61,sku_47,Rodoviário,85861.11
Cliente_61,sku_49,Rodoviário,2041.23
Cliente_61,sku_50,Rodoviário,2050.77
Cliente_61,sku_52,Rodoviário,59495.24
Cliente_61,sku_55,Rodoviário,221673.54
Cliente_61,sku_59,Rodoviário,2860.72
Cliente_61,sku_63,Rodoviário,334.42
Cliente_61,sku_66,Rodoviário,1181.15
Cliente_61,sku_67,Rodoviário,30386.01
Cliente_61,sku_69,Rodoviário,17761.97
Cliente_61,sku_71,Rodoviário,12853.79
Cliente_61,sku_73,Rodoviário,25791.36
Cliente_61,sku_74,Rodoviário,78.75
Cliente_61,sku_77,Rodoviário,769.02
Cliente_61,sku_78,Rodoviário,144.52
Cliente_61,sku_79,Rodoviário,5190.15
Cliente_61,sku_82,Rodoviário,178057.86
Cliente_61,sku_83,Rodoviário,21332.02
Cliente_62,sku_2,Rodoviário,896.19
Cliente_62,sku_5,Rodoviário,196.52
Cliente_62,sku_6,Rodoviário,0.1
Cliente_62,sku_8,Rodoviário,27.9
Cliente_62,sku_11,Rodoviário,309.18
Cliente_62,sku_12,Rodoviário,84.26
Cliente_62,sku_13,Rodoviário,40.19
Cliente_62,sku_14,Rodoviário,14745.78
Cliente_62,sku_15,Rodoviário,2459.65
Cliente_62,sku_16,Rodoviário,12.55
Cliente_62,sku_17,Rodoviário,153.26
Cliente_62,sku_18,Rodoviário,7617.17
Cliente_62,sku_21,Rodoviário,2476.43
Cliente_62,sku_25,Rodoviário,11112.78
Cliente_62,sku_26,Rodoviário,71.46
Cliente_62,sku_29,Rodoviário,2650.33
Cliente_62,sku_31,Rodoviário,288.63
Cliente_62,sku_33,Rodoviário,1998.38
Cliente_62,sku_35,Rodoviário,1082.31
Cliente_62,sku_38,Rodoviário,51.61
Cliente_62,sku_39,Rodoviário,6584.24
Cliente_62,sku_40,Rodoviário,30481.85
Cliente_62,sku_42,Rodoviário,373.19
Cliente_62,sku_43,Rodoviário,67274.67
Cliente_62,sku_47,Rodoviário,73660.67
Cliente_62,sku_49,Rodoviário,49530.28
Cliente_62,sku_50,Rodoviário,14.07
Cliente_62,sku_52,Rodoviário,333313.66
Cliente_62,sku_55,Rodoviário,209142.34
Cliente_62,sku_59,Rodoviário,11213.91
Cliente_62,sku_61,Rodoviário,397.0
Cliente_62,sku_63,Rodoviário,1387.53
Cliente_62,sku_66,Rodoviário,202.16
Cliente_62,sku_67,Rodoviário,41231.73
Cliente_62,sku_69,Rodoviário,1491.66
Cliente_62,sku_71,Rodoviário,884.31
Cliente_62,sku_73,Rodoviário,7185.6
Cliente_62,sku_74,Rodoviário,633.08
Cliente_62,sku_77,Rodoviário,147.92
Cliente_62,sku_79,Rodoviário,6649.0
Cliente_62,sku_80,Rodoviário,29491.97
Cliente_62,sku_82,Rodoviário,86234.46
Cliente_62,sku_83,Rodoviário,3351.54
Cliente_62,sku_84,Rodoviário,916143.56
Cliente_63,sku_0,Rodoviário,2371.99
Cliente_63,sku_2,Rodoviário,12972.77
Cliente_63,sku_4,Rodoviário,124.58
Cliente_63,sku_5,Rodoviário,25.12
Cliente_63,sku_6,Rodoviário,24.84
Cliente_63,sku_7,Rodoviário,18.67
Cliente_63,sku_8,Rodoviário,30546.68
Cliente_63,sku_11,Rodoviário,4125.95
Cliente_63,sku_12,Rodoviário,57.7
Cliente_63,sku_13,Rodoviário,12.2
Cliente_63,sku_14,Rodoviário,51134.85
Cliente_63,sku_15,Rodoviário,8451.18
Cliente_63,sku_16,Rodoviário,439.53
Cliente_63,sku_17,Rodoviário,7619.55
Cliente_63,sku_18,Rodoviário,202854.94
Cliente_63,sku_19,Rodoviário,2061.48
Cliente_63,sku_20,Rodoviário,924.13
Cliente_63,sku_21,Rodoviário,265340.74
Cliente_63,sku_22,Rodoviário,696.24
Cliente_63,sku_23,Rodoviário,12479.67
Cliente_63,sku_24,Rodoviário,35.4
Cliente_63,sku_25,Rodoviário,204887.57
Cliente_63,sku_26,Rodoviário,269.1
Cliente_63,sku_27,Rodoviário,1519.44
Cliente_63,sku_28,Rodoviário,148.22
Cliente_63,sku_29,Rodoviário,11261.1
Cliente_63,sku_31,Rodoviário,8892.83
Cliente_63,sku_33,Rodoviário,50373.14
Cliente_63,sku_34,Rodoviário,256.01
Cliente_63,sku_35,Rodoviário,6525.72
Cliente_63,sku_36,Rodoviário,33.79
Cliente_63,sku_37,Rodoviário,15560.62
Cliente_63,sku_38,Rodoviário,33155.07
Cliente_63,sku_39,Rodoviário,422.65
Cliente_63,sku_40,Rodoviário,55405.24
Cliente_63,sku_42,Rodoviário,7509.39
Cliente_63,sku_43,Rodoviário,487772.51
Cliente_63,sku_46,Rodoviário,6263.07
Cliente_63,sku_47,Rodoviário,981019.31
Cliente_63,sku_48,Rodoviário,723.18
Cliente_63,sku_49,Rodoviário,421981.75
Cliente_63,sku_50,Rodoviário,313.06
Cliente_63,sku_52,Rodoviário,2152853.33
Cliente_63,sku_55,Rodoviário,182068.89
Cliente_63,sku_57,Rodoviário,0.1
Cliente_63,sku_58,Rodoviário,0.1
Cliente_63,sku_59,Rodoviário,5737.54
Cliente_63,sku_60,Rodoviário,11025.36
Cliente_63,sku_61,Rodoviário,26095.46
Cliente_63,sku_62,Rodoviário,16389.58
Cliente_63,sku_63,Rodoviário,78854.17
Cliente_63,sku_64,Rodoviário,77.02
Cliente_63,sku_65,Rodoviário,1964.78
Cliente_63,sku_66,Rodoviário,7382.86
Cliente_63,sku_67,Rodoviário,547.25
Cliente_63,sku_68,Rodoviário,143.55
Cliente_63,sku_69,Rodoviário,59384.76
Cliente_63,sku_71,Rodoviário,4663.91
Cliente_63,sku_73,Rodoviário,32195.73
Cliente_63,sku_74,Rodoviário,479.99
Cliente_63,sku_75,Rodoviário,6070.57
Cliente_63,sku_76,Rodoviário,1473.7
Cliente_63,sku_77,Rodoviário,18052.82
Cliente_63,sku_78,Rodoviário,649.34
Cliente_63,sku_79,Rodoviário,22754.17
Cliente_63,sku_80,Rodoviário,47813.32
Cliente_63,sku_82,Rodoviário,355342.39
Cliente_63,sku_30,Rodoviário,102.59
Cliente_63,sku_72,Rodoviário,17.71
Cliente_63,sku_70,Rodoviário,535.55
Cliente_63,sku_32,Rodoviário,21.64
Cliente_63,sku_83,Rodoviário,153153.42
Cliente_63,sku_84,Rodoviário,4700294.81
Cliente_63,sku_85,Rodoviário,221.17
Cliente_63,sku_86,Rodoviário,46839.64
Cliente_63,sku_87,Rodoviário,0.2
Cliente_63,sku_88,Rodoviário,376.08
Cliente_63,sku_90,Rodoviário,0.1
Cliente_63,sku_93,Rodoviário,0.1
Cliente_58,sku_8,Rodoviário,59.11
Cliente_58,sku_11,Rodoviário,66.24
Cliente_58,sku_14,Rodoviário,1541.43
Cliente_58,sku_15,Rodoviário,129.22
Cliente_58,sku_17,Rodoviário,946.4
Cliente_58,sku_18,Rodoviário,2605.47
Cliente_58,sku_21,Rodoviário,42404.93
Cliente_58,sku_31,Rodoviário,36.93
Cliente_58,sku_33,Rodoviário,285.6
Cliente_58,sku_38,Rodoviário,37.62
Cliente_58,sku_43,Rodoviário,5722.21
Cliente_58,sku_47,Rodoviário,23511.72
Cliente_58,sku_49,Rodoviário,4322.57
Cliente_58,sku_52,Rodoviário,48269.9
Cliente_58,sku_55,Rodoviário,35257.07
Cliente_58,sku_59,Rodoviário,74.24
Cliente_58,sku_77,Rodoviário,10.78
Cliente_58,sku_78,Rodoviário,6.76
Cliente_58,sku_79,Rodoviário,248.11
Cliente_58,sku_82,Rodoviário,89495.77
Cliente_64,sku_0,Rodoviário,5.05
Cliente_64,sku_2,Rodoviário,704.35
Cliente_64,sku_5,Rodoviário,250.85
Cliente_64,sku_8,Rodoviário,954.17
Cliente_64,sku_10,Rodoviário,60.2
Cliente_64,sku_11,Rodoviário,104337.65
Cliente_64,sku_13,Rodoviário,40.68
Cliente_64,sku_14,Rodoviário,13788.36
Cliente_64,sku_15,Rodoviário,1847.8
Cliente_64,sku_17,Rodoviário,3396.15
Cliente_64,sku_18,Rodoviário,29467.91
Cliente_64,sku_19,Rodoviário,1023.48
Cliente_64,sku_20,Rodoviário,22.33
Cliente_64,sku_21,Rodoviário,852163.37
Cliente_64,sku_23,Rodoviário,1254.73
Cliente_64,sku_25,Rodoviário,2584.26
Cliente_64,sku_29,Rodoviário,1274.86
Cliente_64,sku_33,Rodoviário,14273.2
Cliente_64,sku_34,Rodoviário,484.11
Cliente_64,sku_35,Rodoviário,213.35
Cliente_64,sku_38,Rodoviário,20251.41
Cliente_64,sku_39,Rodoviário,5324.43
Cliente_64,sku_40,Rodoviário,214.19
Cliente_64,sku_41,Rodoviário,19929.52
Cliente_64,sku_43,Rodoviário,527542.17
Cliente_64,sku_47,Rodoviário,9304.7
Cliente_64,sku_49,Rodoviário,14432.54
Cliente_64,sku_52,Rodoviário,249226.01
Cliente_64,sku_55,Rodoviário,114237.19
Cliente_64,sku_59,Rodoviário,18104.99
Cliente_64,sku_61,Rodoviário,9.76
Cliente_64,sku_63,Rodoviário,2516.74
Cliente_64,sku_66,Rodoviário,305.17
Cliente_64,sku_67,Rodoviário,137696.99
Cliente_64,sku_69,Rodoviário,13420.42
Cliente_64,sku_71,Rodoviário,41470.43
Cliente_64,sku_73,Rodoviário,6846.73
Cliente_64,sku_74,Rodoviário,3335.86
Cliente_64,sku_75,Rodoviário,19361.66
Cliente_64,sku_77,Rodoviário,7817.36
Cliente_64,sku_78,Rodoviário,8780.21
Cliente_64,sku_79,Rodoviário,19557.44
Cliente_64,sku_80,Rodoviário,13223.01
Cliente_64,sku_82,Rodoviário,389332.26
Cliente_64,sku_30,Rodoviário,245.85
Cliente_64,sku_72,Rodoviário,277.53
Cliente_64,sku_70,Rodoviário,916.72
Cliente_64,sku_83,Rodoviário,6462.19
Cliente_64,sku_84,Rodoviário,1066098.58
Cliente_66,sku_6,Rodoviário,32.51
Cliente_66,sku_16,Rodoviário,83.43
Cliente_66,sku_49,Rodoviário,1103.73
Cliente_66,sku_52,Rodoviário,15721.34
Cliente_66,sku_59,Rodoviário,2595.78
Cliente_66,sku_83,Rodoviário,2176.58
Cliente_66,sku_84,Rodoviário,49363.64
Cliente_66,sku_88,Rodoviário,384.67
Cliente_67,sku_0,Rodoviário,54.28
Cliente_67,sku_2,Rodoviário,852.35
Cliente_67,sku_6,Rodoviário,1587.84
Cliente_67,sku_8,Rodoviário,599.61
Cliente_67,sku_11,Rodoviário,127.94
Cliente_67,sku_12,Rodoviário,31.84
Cliente_67,sku_14,Rodoviário,428.55
Cliente_67,sku_15,Rodoviário,2442.33
Cliente_67,sku_16,Rodoviário,16894.13
Cliente_67,sku_17,Rodoviário,0.2
Cliente_67,sku_18,Rodoviário,11549.49
Cliente_67,sku_21,Rodoviário,14574.45
Cliente_67,sku_22,Rodoviário,14967.26
Cliente_67,sku_23,Rodoviário,635.55
Cliente_67,sku_25,Rodoviário,24392.5
Cliente_67,sku_26,Rodoviário,65.9
Cliente_67,sku_27,Rodoviário,63.27
Cliente_67,sku_29,Rodoviário,2416.14
Cliente_67,sku_31,Rodoviário,0.65
Cliente_67,sku_33,Rodoviário,2605.66
Cliente_67,sku_35,Rodoviário,10470.44
Cliente_67,sku_38,Rodoviário,313.43
Cliente_67,sku_40,Rodoviário,24919.53
Cliente_67,sku_42,Rodoviário,256.59
Cliente_67,sku_43,Rodoviário,60620.84
Cliente_67,sku_46,Rodoviário,3.81
Cliente_67,sku_47,Rodoviário,16396.71
Cliente_67,sku_49,Rodoviário,54187.26
